Date,Peak Wind Gust kmh,Mid Wind Gust kmh,Valley Wind Gust kmh,Peak Wind Speed kmh,Mid Wind Speed kmh,Valley Wind Speed kmh,Min Peak Temp,Max Peak Temp,Peak Feels Like,Mid Min Temp,Mid Max Temp,Mid Feels Like,Valley Min Temp,Valley Max Temp,Valley Feels Like,Inversion,Peak Weather2,Peak Weather5,Mid Weather2,Mid Weather5,Valley Weather2,Valley Weather5,Peak Rain mm,Mid Rain mm,Valley Rain mm,Peak Snow cm,Mid Snow cm,Valley Snow cm,Thunder Chance,Thunder,Total Peak Loss cm,Peak Wind Loss cm,Peak Snow depth cm,Total Mid Loss cm,Mid Wind Loss cm,Mid Snow depth cm,Total base Loss cm,Base Wind Loss cm,Base Snow depth cm,Wind Dir,Ranger Snow Cm,Ranger Snow depth cm,Ranger Rainfall,Arena snow,Arena Snow depth cm,Arena Rainfall
17/06/2026,0,0,0,0,0,0,12,13,12,17,22,17,22,26,22,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,0,,4,0,0,3,0,0,10,0,0,E,0,0,0,0,0,0
18/06/2026,0,0,0,0,0,0,14,18,14,16,20,16,19,22,19,,Rain,Mod Rain,Rain,Rain Showers,Rain,Rain Showers,13,5,6,0,0,0,0,,69,0,0,33,0,0,150,0,0,E,0,0,3,0,0,1
19/06/2026,0,0,0,0,0,0,13,13,13,15,25,15,23,25,23,,Rain,Heavy Rain,Partly Cloudy,,Partly Cloudy,,25,0,0,0,0,0,0,,102,0,0,153,0,0,137,0,0,E,0,0,0,0,0,0
20/06/2026,0,0,0,0,0,0,11,14,11,13,25,13,21,22,21,,Rain,Rain Showers,Partly Cloudy,,Partly Cloudy,,10,0,0,0,0,0,0,,43,0,0,80,0,0,187,0,0,SE,0,0,0,0,0,0
21/06/2026,0,0,0,0,0,0,12,15,12,14,18,14,17,20,17,,Rain,Mod Rain,Rain,Mod Rain,Rain,Mod Rain,12,18,11,0,0,0,0,,94,0,0,114,0,0,67,0,0,SE,0,0,2,0,0,1
22/06/2026,0,0,0,0,0,0,12,16,12,14,23,14,22,26,22,,Rain,Heavy Rain,Partly Cloudy,,Partly Cloudy,,22,0,0,0,0,0,0,,35,0,0,72,0,0,153,0,0,SE,0,0,0,0,0,0
23/06/2026,0,0,0,0,0,0,14,14,14,16,23,16,19,21,19,,Rain,Rain Showers,Rain,Rain Showers,Rain,Rain Showers,5,4,5,0,0,0,0,,69,0,0,163,0,0,113,0,0,SE,0,0,2,0,0,2
24/06/2026,0,0,0,0,0,0,15,16,15,17,21,17,20,21,20,,Rain,Heavy Rain,Rain,Rain Showers,Rain,Rain Showers,23,7,5,0,0,0,0,,59,0,0,138,0,0,99,0,0,SE,0,0,2,0,0,2
25/06/2026,0,0,0,0,0,0,14,16,14,19,25,19,24,25,24,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,0,,6,0,0,2,0,0,8,0,0,S,0,0,0,0,0,0
26/06/2026,0,0,0,0,0,0,12,12,12,17,26,17,22,24,22,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,0,,7,0,0,3,0,0,5,0,0,SE,0,0,0,0,0,0
27/06/2026,0,0,0,0,0,0,15,16,15,20,28,20,25,26,25,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,0,,8,0,0,9,0,0,6,0,0,SE,0,0,0,0,0,0
28/06/2026,0,0,0,0,0,0,14,16,14,16,23,16,19,20,19,,Rain,Rain Showers,Rain,Rain Showers,Rain,Rain Showers,4,3,3,0,0,0,0,,69,0,0,146,0,0,94,0,0,SE,0,0,1,0,0,1
29/06/2026,1,0,0,1,0,0,13,15,13,18,25,18,23,27,23,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,0,,3,0,0,3,0,0,8,0,0,SE,0,0,0,0,0,0
30/06/2026,1,1,0,1,0,0,17,17,17,19,24,19,22,22,22,,Rain,Rain Showers,Rain,Rain Showers,Rain,Rain Showers,4,2,5,0,0,0,0,,100,0,0,58,0,0,130,0,0,SE,0,0,2,0,0,2
01/07/2026,0,0,0,0,0,0,13,16,13,15,23,15,23,27,23,,Rain,Rain Showers,Partly Cloudy,,Partly Cloudy,,2,0,0,0,0,0,0,,101,0,0,152,0,0,114,0,0,SE,0,0,0,0,0,0
02/07/2026,0,0,0,0,0,0,14,18,14,16,28,16,24,27,24,,Rain,Mod Rain,Partly Cloudy,,Partly Cloudy,,12,0,0,0,0,0,0,,68,0,0,113,0,0,237,0,0,SE,0,0,0,0,0,0
03/07/2026,0,0,0,0,0,0,11,14,11,9,11,9,6,9,6,Yes,Sunny,,Sunny,,Fog,,0,0,0,0,0,0,86,Thunder,4,0,0,6,0,0,5,0,0,SE,0,0,0,0,0,0
04/07/2026,2,1,1,2,1,1,16,20,16,21,24,21,26,35,26,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,49,,5,0,0,5,0,0,7,0,0,S,0,0,0,0,0,0
05/07/2026,0,0,0,0,0,0,18,19,18,20,31,20,28,30,28,,Rain,Rain Showers,Sunny,,Sunny,,4,0,0,0,0,0,0,,106,0,0,81,0,0,249,0,0,S,0,0,0,0,0,0
06/07/2026,0,0,0,0,0,0,15,19,15,17,23,17,20,21,20,,Rain,Rain Showers,Rain,Rain Showers,Rain,Rain Showers,5,4,3,0,0,0,0,,73,0,0,51,0,0,137,0,0,S,0,0,2,0,0,1
07/07/2026,2,1,1,2,1,1,17,21,17,19,25,19,22,24,22,,Rain,Rain Showers,Rain,Rain Showers,Rain,Rain Showers,1,1,2,0,0,0,0,,99,0,0,57,0,0,194,0,0,S,0,0,0,0,0,0
08/07/2026,3,2,1,3,2,1,14,17,14,16,22,16,19,19,19,,Rain,Rain Showers,Rain,Rain Showers,Rain,Rain Showers,4,4,4,0,0,0,0,,41,0,0,80,0,0,148,0,0,S,0,0,2,0,0,1
09/07/2026,3,2,1,2,1,1,8,12,8,11,16,11,14,17,14,,Rain,Rain Showers,Rain,Rain Showers,Rain,Rain Showers,2,2,4,0,0,0,0,,60,0,0,88,0,0,54,0,0,S,0,0,2,0,0,1
10/07/2026,4,3,2,2,1,1,10,14,10,13,21,13,21,23,21,,Rain,Rain Showers,Sunny,,Sunny,,1,0,0,0,0,0,0,,32,0,0,39,0,0,123,0,0,S,0,0,0,0,0,0
11/07/2026,4,2,1,2,1,1,17,21,17,20,23,20,22,23,22,,Rain,Rain Showers,Rain,Rain Showers,Rain,Rain Showers,5,3,1,0,0,0,0,,70,0,0,160,0,0,157,0,0,S,0,0,0,0,0,0
12/07/2026,5,3,2,1,1,0,18,20,18,21,26,21,23,23,23,,Rain,Rain Showers,Rain,Rain Showers,Rain,Rain Showers,1,4,3,0,0,0,0,,129,0,0,209,0,0,187,0,0,S,0,0,2,0,0,1
13/07/2026,0,0,0,0,0,0,17,23,17,22,29,22,27,34,27,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,80,Thunder,8,0,0,3,0,0,6,0,0,S,0,0,0,0,0,0
14/07/2026,0,0,0,0,0,0,14,16,14,19,24,19,24,25,24,,Cloudy,,Sunny,,Sunny,,0,0,0,0,0,0,0,,5,0,0,4,0,0,6,0,0,SW,0,0,0,0,0,0
15/07/2026,0,0,0,0,0,0,16,20,16,21,24,21,26,29,26,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,56,,7,0,0,7,0,0,10,0,0,SW,0,0,0,0,0,0
16/07/2026,3,2,1,3,2,1,16,16,16,19,29,19,26,29,26,,Rain,Rain Showers,Sunny,,Sunny,,1,0,0,0,0,0,0,,65,0,0,75,0,0,184,0,0,S,0,0,0,0,0,0
17/07/2026,0,0,0,0,0,0,17,20,17,22,27,22,27,31,27,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,0,,4,0,0,5,0,0,3,0,0,S,0,0,0,0,0,0
18/07/2026,2,1,0,2,1,0,11,15,11,14,16,14,16,16,16,,Rain,Rain Showers,Rain,Rain Showers,Rain,Rain Showers,2,5,2,0,0,0,0,,56,0,0,136,0,0,81,0,0,S,0,0,1,0,0,1
19/07/2026,0,0,0,0,0,0,11,13,11,14,19,14,16,20,16,,Rain,Rain Showers,Rain,Rain Showers,Rain,Rain Showers,1,3,3,0,0,0,0,,33,0,0,95,0,0,129,0,0,S,0,0,1,0,0,1
20/07/2026,5,3,1,5,3,1,9,11,9,12,15,12,14,17,14,,Rain,Rain Showers,Rain,Rain Showers,Rain,Rain Showers,5,1,4,0,0,0,0,,45,0,0,35,0,0,140,0,0,S,0,0,3,0,0,1
21/07/2026,8,5,3,4,2,1,12,14,12,14,19,14,17,20,17,,Rain,Rain Showers,Rain,Rain Showers,Rain,Rain Showers,5,3,3,0,0,0,0,,96,0,0,130,0,0,102,0,0,S,0,0,1,0,0,0
22/07/2026,0,0,0,0,0,0,18,21,18,20,23,20,23,27,23,,Rain,Rain Showers,Rain,Rain Showers,Rain,Rain Showers,5,4,5,0,0,0,0,,107,0,0,82,0,0,206,0,0,SE,0,0,1,0,0,1
23/07/2026,1,1,0,1,1,0,13,16,13,15,25,15,23,23,23,,Rain,Rain Showers,Sunny,,Sunny,,2,0,0,0,0,0,0,,51,0,0,61,0,0,229,0,0,S,0,0,0,0,0,0
24/07/2026,7,4,2,3,2,1,14,16,14,19,26,19,24,26,24,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,0,,6,0,0,7,0,0,6,0,0,S,0,0,0,0,0,0
25/07/2026,1,0,0,1,0,0,14,16,14,19,23,19,24,27,24,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,2,,4,0,0,4,0,0,10,0,0,S,0,0,0,0,0,0
26/07/2026,11,6,3,3,2,1,14,16,14,19,24,19,24,32,24,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,26,,9,1,0,8,0,0,8,0,0,S,0,0,0,0,0,0
27/07/2026,0,0,0,0,0,0,15,15,15,20,27,20,25,29,25,,Cloudy,,Cloudy,,Cloudy,,0,0,0,0,0,0,0,,8,0,0,6,0,0,2,0,0,S,0,0,0,0,0,0
28/07/2026,2,2,1,2,1,1,14,16,14,17,23,17,19,19,19,,Rain,Mod Rain,Rain,Mod Rain,Rain,Mod Rain,15,14,19,0,0,0,0,,101,0,0,34,0,0,156,0,0,S,0,0,11,0,0,7
29/07/2026,0,0,0,0,0,0,14,16,14,19,27,19,24,28,24,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,0,,5,0,0,9,0,0,6,0,0,SE,0,0,0,0,0,0
30/07/2026,0,0,0,0,0,0,8,12,8,11,17,11,13,17,13,,Rain,Rain Showers,Rain,Rain Showers,Rain,Rain Showers,5,1,4,0,0,0,0,,41,0,0,76,0,0,133,0,0,SE,0,0,2,0,0,1
31/07/2026,3,2,1,3,2,1,14,18,14,19,24,19,24,26,24,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,0,,7,0,0,4,0,0,10,0,0,S,0,0,0,0,0,0
01/08/2026,10,6,3,8,5,2,15,16,15,18,21,18,20,21,20,,Rain,Rain Showers,Rain,Rain Showers,Rain,Heavy Rain,8,6,21,0,0,0,0,,47,1,0,143,1,0,82,1,0,SE,0,0,6,0,0,8
02/08/2026,0,0,0,0,0,0,14,17,14,19,28,19,24,28,24,,Cloudy,,Cloudy,,Cloudy,,0,0,0,0,0,0,0,,4,0,0,10,0,0,5,0,0,SE,0,0,0,0,0,0
03/08/2026,1,1,0,1,1,0,18,22,18,21,26,21,23,25,23,,Rain,Rain Showers,Rain,Rain Showers,Rain,Rain Showers,3,1,2,0,0,0,0,,73,0,0,42,0,0,139,0,0,SE,0,0,1,0,0,1
04/08/2026,16,9,4,9,5,3,18,22,18,23,25,24,28,32,28,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,57,,8,2,0,7,1,0,6,1,0,S,0,0,0,0,0,0
05/08/2026,1,1,0,1,1,0,12,13,12,15,22,15,22,22,22,,Rain,Mod Rain,Partly Cloudy,,Partly Cloudy,,14,0,0,0,0,0,0,,48,0,0,145,0,0,199,0,0,S,0,0,0,0,0,0
06/08/2026,16,10,6,7,4,2,13,15,12,15,21,15,18,19,18,,Rain,Heavy Rain,Rain,Rain Showers,Rain,Mod Rain,21,8,19,0,0,0,0,,93,2,0,109,1,0,72,1,0,S,0,0,7,0,0,2
07/08/2026,8,5,3,5,3,2,14,18,14,16,28,16,24,28,24,,Rain,Rain Showers,Sunny,,Sunny,,4,0,0,0,0,0,0,,98,1,0,115,0,0,168,0,0,S,0,0,0,0,0,0
08/08/2026,9,5,2,4,3,1,15,15,15,17,27,17,25,25,25,,Rain,Mod Rain,Partly Cloudy,,Partly Cloudy,,11,0,0,0,0,0,0,,45,1,0,104,0,0,124,0,0,S,0,0,0,0,0,0
09/08/2026,12,7,4,8,5,3,14,16,13,16,25,16,24,26,24,,Rain,Rain Showers,Sunny,,Sunny,,5,0,0,0,0,0,0,,83,2,0,98,1,0,190,1,0,S,0,0,0,0,0,0
10/08/2026,0,0,0,0,0,0,12,13,12,17,23,17,22,22,22,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,0,,7,0,0,5,0,0,9,0,0,S,0,0,0,0,0,0
11/08/2026,0,0,0,0,0,0,11,12,11,17,25,17,22,25,22,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,0,,7,0,0,7,0,0,2,0,0,SE,0,0,0,0,0,0
12/08/2026,3,2,1,3,2,1,12,14,12,15,19,15,17,21,17,,Rain,Heavy Rain,Rain,Mod Rain,Rain,Heavy Rain,22,12,25,0,0,0,0,,74,0,0,90,0,0,87,0,0,S,0,0,4,0,0,4
13/08/2026,2,1,0,2,1,0,14,16,14,19,24,19,24,28,24,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,0,,7,0,0,8,0,0,5,0,0,S,0,0,0,0,0,0
14/08/2026,3,2,2,3,2,2,10,17,10,15,22,15,20,24,20,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,61,Thunder,5,0,0,3,0,0,9,0,0,S,0,0,0,0,0,0
15/08/2026,34,20,11,13,8,4,12,16,10,17,25,17,22,26,22,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,0,,8,5,0,7,1,0,11,1,0,S,0,0,0,0,0,0
16/08/2026,8,5,4,8,5,3,14,15,13,16,28,16,24,26,24,,Rain,Rain Showers,Sunny,,Sunny,,4,0,0,0,0,0,0,,71,1,0,165,1,0,145,1,0,SW,0,0,0,0,0,0
17/08/2026,3,2,1,3,2,1,16,18,16,18,23,18,21,21,21,,Rain,Rain Showers,Rain,Rain Showers,Rain,Rain Showers,1,1,5,0,0,0,0,,127,0,0,55,0,0,125,0,0,SW,0,0,2,0,0,1
18/08/2026,0,0,0,0,0,0,16,20,16,14,17,14,11,15,11,Yes,Sunny,,Sunny,,Fog,,0,0,0,0,0,0,58,,3,0,0,10,0,0,8,0,0,S,0,0,0,0,0,0
19/08/2026,25,14,7,8,5,2,9,9,7,11,16,11,14,14,14,,Rain,Rain Showers,Rain,Rain Showers,Rain,Rain Showers,1,1,5,0,0,0,0,,29,4,0,45,1,0,69,1,0,S,0,0,2,0,0,1
20/08/2026,20,12,6,5,3,2,15,15,15,18,22,18,20,22,20,,Rain,Rain Showers,Rain,Rain Showers,Rain,Rain Showers,2,3,1,0,0,0,0,,65,3,0,181,0,0,164,0,0,S,0,0,0,0,0,0
21/08/2026,0,0,0,0,0,0,13,15,13,16,19,16,18,20,18,,Rain,Rain Showers,Rain,Rain Showers,Rain,Rain Showers,2,2,2,0,0,0,0,,93,0,0,95,0,0,165,0,0,S,0,0,1,0,0,1
22/08/2026,0,0,0,0,0,0,13,17,13,16,21,16,18,19,18,,Rain,Rain Showers,Rain,Rain Showers,Rain,Rain Showers,5,5,2,0,0,0,0,,53,0,0,32,0,0,110,0,0,SW,0,0,1,0,0,1
23/08/2026,7,4,2,2,1,1,8,14,8,13,15,13,18,26,18,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,0,,8,1,0,5,0,0,9,0,0,SW,0,0,0,0,0,0
24/08/2026,1,0,0,1,0,0,10,14,10,13,22,13,20,24,20,,Rain,Rain Showers,Sunny,,Sunny,,1,0,0,0,0,0,0,,80,0,0,113,0,0,200,0,0,SW,0,0,0,0,0,0
25/08/2026,3,2,2,3,2,2,14,15,14,16,20,16,19,20,19,,Rain,Rain Showers,Rain,Rain Showers,Rain,Rain Showers,5,3,4,0,0,0,0,,97,0,0,82,0,0,76,0,0,SW,0,0,1,0,0,2
26/08/2026,3,2,2,3,2,2,7,11,7,9,17,9,17,17,17,,Rain,Rain Showers,Sunny,,Sunny,,3,0,0,0,0,0,0,,48,0,0,56,0,0,84,0,0,SW,0,0,0,0,0,0
27/08/2026,1,0,0,1,0,0,11,14,11,13,16,13,16,16,16,,Rain,Rain Showers,Rain,Rain Showers,Rain,Rain Showers,5,3,3,0,0,0,0,,32,0,0,53,0,0,141,0,0,SW,0,0,1,0,0,0
28/08/2026,0,0,0,0,0,0,11,16,11,17,24,17,22,29,22,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,46,,4,0,0,10,0,0,3,0,0,SW,0,0,0,0,0,0
29/08/2026,0,0,0,0,0,0,13,16,13,16,27,16,23,25,23,,Rain,Rain Showers,Sunny,,Sunny,,5,0,0,0,0,0,0,,80,0,0,159,0,0,140,0,0,S,0,0,0,0,0,0
30/08/2026,0,0,0,0,0,0,14,16,14,12,14,12,9,13,9,Yes,Sunny,,Sunny,,Fog,,0,0,0,0,0,0,95,Thunder,7,0,0,4,0,0,8,0,0,S,0,0,0,0,0,0
31/08/2026,44,25,11,16,9,5,13,16,11,16,19,15,18,19,18,,Rain,Rain Showers,Rain,Rain Showers,Rain,Rain Showers,3,1,2,0,0,0,0,,71,6,0,64,1,0,110,1,0,SE,0,0,1,0,0,1
01/09/2026,3,2,1,3,2,1,9,9,9,11,18,11,14,16,14,,Rain,Rain Showers,Rain,Mod Rain,Rain,Rain Showers,10,13,7,0,0,0,0,,45,0,0,57,0,0,140,0,0,S,0,0,1,0,0,1
02/09/2026,16,10,6,13,8,4,8,12,5,10,16,9,13,13,13,,Rain,Mod Rain,Rain,Rain Showers,Rain,Rain Showers,11,4,3,0,0,0,0,,64,2,0,22,1,0,116,1,0,S,0,0,1,0,0,0
03/09/2026,9,6,3,9,6,3,8,12,6,10,16,9,13,14,13,,Rain,Rain Showers,Rain,Heavy Rain,Rain,Rain Showers,10,24,9,0,0,0,0,,39,1,0,41,1,0,89,1,0,S,0,0,6,0,0,2
04/09/2026,1,1,0,1,1,0,8,9,8,11,17,11,13,15,13,,Rain,Mod Rain,Rain,Rain Showers,Rain,Mod Rain,15,10,20,0,0,0,0,,68,0,0,88,0,0,95,0,0,S,0,0,3,0,0,8
05/09/2026,9,5,2,9,5,2,7,9,5,10,12,10,12,14,12,,Rain,Rain Showers,Rain,Rain Showers,Rain,Rain Showers,4,1,2,0,0,0,0,,45,1,0,60,1,0,124,1,0,S,0,0,1,0,0,1
06/09/2026,33,18,9,21,12,7,8,9,4,11,14,9,13,16,13,,Rain,Mod Rain,Rain,Mod Rain,Rain,Heavy Rain,15,18,24,0,0,0,0,,54,5,0,34,2,0,68,2,0,S,0,0,15,0,0,5
07/09/2026,24,13,6,17,10,5,7,13,3,12,14,11,17,20,17,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,0,,6,3,0,10,1,0,5,2,0,S,0,0,0,0,0,0
08/09/2026,0,0,0,0,0,0,8,10,8,13,20,13,18,22,18,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,0,,6,0,0,4,0,0,6,0,0,S,0,0,0,0,0,0
09/09/2026,24,16,11,14,8,5,7,11,4,9,15,8,12,15,12,,Rain,Mod Rain,Rain,Heavy Rain,Rain,Heavy Rain,16,22,23,0,0,0,0,,24,3,0,20,1,0,60,1,0,S,0,0,3,0,0,5
10/09/2026,51,29,15,10,6,3,4,11,0,9,11,7,14,18,14,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,0,,15,7,0,6,1,0,8,1,0,S,0,0,0,0,0,0
11/09/2026,8,5,3,4,3,1,8,11,8,13,19,13,18,20,18,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,0,,7,1,0,7,0,0,9,0,0,S,0,0,0,0,0,0
12/09/2026,6,4,2,3,2,1,6,7,6,9,11,9,11,12,11,,Rain,Mod Rain,Rain,Rain Showers,Rain,Mod Rain,19,5,18,0,0,0,0,,27,1,0,81,0,0,115,0,0,S,0,0,6,0,0,5
13/09/2026,2,1,1,2,1,1,8,11,8,11,21,11,18,18,18,,Rain,Rain Showers,Partly Cloudy,,Partly Cloudy,,9,0,0,0,0,0,0,,58,0,0,98,0,0,147,0,0,S,0,0,0,0,0,0
14/09/2026,2,1,1,2,1,1,7,8,7,12,18,12,17,18,17,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,0,,3,0,0,9,0,0,7,0,0,S,0,0,0,0,0,0
15/09/2026,1,1,0,1,1,0,5,7,5,8,16,8,15,15,15,,Rain,Rain Showers,Partly Cloudy,,Partly Cloudy,,9,0,0,0,0,0,0,,26,0,0,54,0,0,152,0,0,S,0,0,0,0,0,0
16/09/2026,1,1,1,1,1,1,6,8,6,11,17,11,16,16,16,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,0,,5,0,0,6,0,0,3,0,0,S,0,0,0,0,0,0
17/09/2026,9,5,3,9,5,3,5,9,2,7,19,6,15,15,15,,Rain,Rain Showers,Partly Cloudy,,Partly Cloudy,,1,0,0,0,0,0,0,,16,1,0,60,1,0,76,1,0,S,0,0,0,0,0,0
18/09/2026,1,1,0,1,1,0,7,11,7,9,15,9,12,13,12,,Rain,Mod Rain,Rain,Mod Rain,Rain,Rain Showers,11,13,8,0,0,0,0,,48,0,0,47,0,0,118,0,0,S,0,0,2,0,0,3
19/09/2026,12,8,5,12,8,5,4,7,0,9,17,7,14,14,14,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,0,,7,2,0,3,1,0,4,1,0,S,0,0,0,0,0,0
20/09/2026,6,3,1,6,3,1,6,10,4,8,20,8,16,17,16,,Rain,Heavy Rain,Partly Cloudy,,Partly Cloudy,,25,0,0,0,0,0,0,,23,1,0,41,0,0,141,0,0,S,0,0,0,0,0,0
21/09/2026,1,1,0,1,1,0,6,7,6,9,19,9,17,21,17,,Rain,Mod Rain,Partly Cloudy,,Partly Cloudy,,16,0,0,0,0,0,0,,45,0,0,54,0,0,132,0,0,S,0,0,0,0,0,0
22/09/2026,34,19,9,21,13,7,3,7,-2,6,16,3,13,15,13,,Rain,Rain Showers,Partly Cloudy,,Partly Cloudy,,10,0,0,0,0,0,0,,32,5,0,14,2,0,123,2,0,SW,0,0,0,0,0,0
23/09/2026,0,0,0,0,0,0,1,3,1,6,8,6,11,18,11,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,0,,8,0,0,2,0,0,9,0,0,SW,0,0,0,0,0,0
24/09/2026,30,18,11,21,13,7,3,9,-2,8,14,6,13,20,12,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,0,,9,4,0,10,2,0,6,2,0,SW,0,0,0,0,0,0
25/09/2026,33,22,14,17,11,6,6,8,2,9,19,6,16,20,16,,Rain,Heavy Rain,Partly Cloudy,,Partly Cloudy,,23,0,0,0,0,0,0,,29,5,0,44,1,0,114,2,0,SW,0,0,0,0,0,0
26/09/2026,11,7,4,11,7,4,4,6,1,6,11,5,9,11,9,,Rain,Rain Showers,Rain,Rain Showers,Rain,Rain Showers,1,1,2,0,0,0,0,,13,2,0,33,1,0,81,1,0,SW,0,0,1,0,0,0
27/09/2026,0,0,0,0,0,0,5,8,5,10,15,10,15,17,15,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,0,,4,0,0,8,0,0,9,0,0,SW,0,0,0,0,0,0
28/09/2026,40,23,11,35,20,10,2,6,-5,4,11,0,7,8,4,,Sleet,Sleet Showers,Rain,Rain Showers,Rain,Rain Showers,6,3,10,0,0,0,0,,12,6,0,36,3,0,43,3,0,SW,0,0,6,0,0,4
29/09/2026,11,7,4,11,7,4,8,8,5,10,15,9,13,15,13,,Rain,Rain Showers,Rain,Rain Showers,Rain,Rain Showers,3,1,1,0,0,0,0,,47,2,0,21,1,0,102,1,0,SW,0,0,0,0,0,0
30/09/2026,23,14,8,23,14,8,7,9,3,13,17,11,17,23,17,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,0,,11,3,0,12,2,0,7,2,0,SW,0,0,0,0,0,0
01/10/2026,4,2,1,4,2,1,-2,2,-2,1,5,1,3,7,3,,Snow,Snow Showers,Sleet,Sleet Showers,Rain,Rain Showers,0,3,2,3,0,0,0,,1,1,2,4,0,0,24,0,0,SW,0,0,1,0,0,1
02/10/2026,8,4,2,8,4,2,7,7,5,10,15,10,12,16,12,,Rain,Rain Showers,Rain,Rain Showers,Rain,Rain Showers,4,3,3,0,0,0,0,,37,1,0,59,1,0,110,1,0,SW,0,0,1,0,0,0
03/10/2026,78,44,22,51,29,15,0,5,-9,5,8,0,10,14,8,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,0,,14,11,0,12,4,0,10,4,0,SW,0,0,0,0,0,0
04/10/2026,84,46,22,49,28,14,3,4,-5,5,15,0,13,15,11,,Sleet,Sleet Showers,Sunny,,Sunny,,2,0,0,0,0,0,0,,29,12,0,42,4,0,69,4,0,SW,0,0,0,0,0,0
05/10/2026,73,40,18,38,22,11,4,8,-3,6,12,2,9,10,7,,Rain,Rain Showers,Rain,Rain Showers,Rain,Rain Showers,2,3,4,0,0,0,0,,37,10,0,54,3,0,74,3,0,SW,0,0,1,0,0,1
06/10/2026,0,0,0,0,0,0,5,10,5,10,13,10,15,18,15,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,0,,3,0,0,4,0,0,4,0,0,W,0,0,0,0,0,0
07/10/2026,75,45,25,36,22,13,-2,0,-11,0,10,-6,8,9,5,,Snow,Snow Showers,Sunny,,Sunny,,0,0,0,5,0,0,0,,11,11,0,4,3,0,79,4,0,SW,0,0,0,0,0,0
08/10/2026,27,16,8,27,16,8,1,2,-5,4,9,0,6,7,4,,Sleet,Sleet Showers,Rain,Rain Showers,Rain,Rain Showers,1,2,1,0,0,0,0,,8,4,0,22,2,0,47,2,0,W,0,0,1,0,0,0
09/10/2026,22,14,8,22,14,8,-2,4,-8,3,6,-1,8,17,7,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,0,,8,3,0,11,2,0,4,2,0,W,0,0,0,0,0,0
10/10/2026,63,36,18,35,21,12,0,0,-7,3,8,-2,5,5,2,,Sleet,Sleet Showers,Sleet,Sleet Showers,Rain,Rain Showers,3,2,4,0,0,0,0,,9,9,0,24,3,0,50,3,0,SW,0,0,2,0,0,1
11/10/2026,3,2,1,3,2,1,1,3,1,4,9,4,6,6,6,,Sleet,Sleet Showers,Rain,Rain Showers,Rain,Rain Showers,1,1,2,0,0,0,0,,8,0,0,29,0,0,48,0,0,SW,0,0,1,0,0,0
12/10/2026,15,8,4,15,8,4,2,4,-3,4,12,2,12,14,12,,Sleet,Sleet Showers,Sunny,,Sunny,,1,0,0,0,0,0,0,,13,2,0,41,1,0,120,1,0,W,0,0,0,0,0,0
