Day,Date,Peak_Wind_Gust_kmh,Mid_Wind_Gust_kmh,Valley_Wind_Gust_kmh,Peak_Wind_Speed_kmh,Mid_Wind_Speed_kmh,Valley_Wind_Speed_kmh,Peak_Min_Temp,Peak_Max_Temp,Peak_Feels_Like,Mid_Min_Temp,Mid_Max_Temp,Mid_Feels_Like,Valley_Min_Temp,Valley_Max_Temp,Valley_Feels_Like,Inversion,Peak_Weather2,Peak_Weather5,Mid_Weather2,Mid_Weather5,Valley_Weather2,Valley_Weather5,Peak_Rain_mm,Mid_Rain_mm,Valley_Rain_mm,Peak_Snow_cm,Mid_Snow_cm,Valley_Snow_cm,Thunder,Peak_Snow_depth_cm,Mid_Snow_depth_cm,Base_Snow_depth_cm,
2832,01/04/2022,10,6,3,10,6,3,-14,-10,-20,-11,-9,-15,-9,-9,-10,,Snow,Snow Showers,Snow,Snow Showers,Snow,Snow Showers,0,0,0,5,4,2,,306,167,222,
2833,02/04/2022,0,0,0,0,0,0,-13,-13,-8,-10,-4,-5,-7,-6,-2,,Snow,Mod Snow,Snow,Mod Snow,Snow,Light Snow,0,0,0,17,13,7,,323,180,229,
2834,03/04/2022,7,4,3,7,4,3,-13,-12,-18,-8,-3,-10,-3,-2,-4,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,323,180,229,
2835,04/04/2022,0,0,0,0,0,0,-13,-13,-7,-10,-8,-4,-8,-7,-1,,Snow,Heavy Snow,Snow,Mod Snow,Snow,Mod Snow,0,0,0,24,20,14,,347,200,243,
2836,05/04/2022,29,20,14,11,7,4,-10,-7,-19,-5,3,-11,0,1,-4,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,344,199,239,
2837,06/04/2022,1,1,0,1,1,0,-8,-6,-7,-6,2,-3,2,2,5,,Snow,Snow Showers,Sunny,,Sunny,,0,0,0,3,0,0,,347,199,226,
2838,07/04/2022,22,13,6,7,4,2,-10,-9,-18,-5,2,-10,0,1,-2,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,345,199,216,
2839,08/04/2022,2,1,0,2,1,0,-10,-6,-9,-7,2,-5,0,1,3,,Snow,Mod Snow,Partly Cloudy,,Partly Cloudy,,0,0,0,12,0,0,,357,198,215,
2840,09/04/2022,5,3,1,5,3,1,-9,-5,-11,-6,-3,-7,-4,-1,-2,,Snow,Heavy Snow,Snow,Mod Snow,Snow,Mod Snow,0,0,0,22,18,12,,378,217,226,
2841,10/04/2022,3,2,1,3,2,1,-8,-5,-9,-6,0,-5,-3,-2,-1,,Snow,Snow Showers,Snow,Snow Showers,Snow,Snow Showers,0,0,0,2,2,1,,380,218,228,
2842,11/04/2022,12,7,4,5,3,2,-9,-9,-15,-4,5,-7,1,1,0,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,379,218,226,
2843,12/04/2022,2,1,1,2,1,1,-7,-5,-7,-4,1,-3,-2,-1,1,,Snow,Snow Showers,Snow,Snow Showers,Snow,Snow Showers,0,0,0,1,1,1,,380,219,226,
2844,13/04/2022,0,0,0,0,0,0,-12,-10,-9,-10,2,-5,-2,1,2,,Snow,Snow Showers,Sunny,,Sunny,,0,0,0,4,0,0,,384,219,220,
2845,14/04/2022,13,7,3,7,4,2,-4,-1,-9,1,3,-1,6,12,6,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,377,211,210,
2846,15/04/2022,0,0,0,0,0,0,-9,-6,-2,-6,-3,1,-4,-2,4,,Snow,Snow Showers,Snow,Snow Showers,Snow,Snow Showers,0,0,0,1,1,1,,378,212,211,
2847,16/04/2022,9,5,2,7,4,2,-7,-4,-11,-2,7,-3,3,6,4,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,378,206,202,
2848,17/04/2022,1,0,0,1,0,0,-2,0,0,0,3,4,3,7,7,,Snow,Snow Showers,Sleet,Sleet Showers,Sleet,Sleet Showers,0,0,0,5,0,0,,383,205,178,
2849,18/04/2022,1,1,0,1,1,0,-3,-3,-1,-1,11,2,7,9,10,,Snow,Snow Showers,Sunny,,Sunny,,0,0,0,3,0,0,,386,206,115,
2850,19/04/2022,9,6,4,6,4,2,-1,1,-4,4,7,3,9,17,9,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,381,202,109,
2851,20/04/2022,20,11,6,6,4,2,-2,2,-7,1,4,-2,4,4,2,,Snow,Snow Showers,Sleet,Sleet Showers,Rain,Rain Showers,0,0,4,3,0,0,,382,195,81,
2852,21/04/2022,7,5,3,5,3,2,-5,-4,-9,0,5,-2,5,6,5,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,381,191,73,
2853,22/04/2022,3,2,1,3,2,1,-9,-5,-10,-6,-4,-6,-4,-2,-2,,Snow,Snow Showers,Snow,Snow Showers,Snow,Snow Showers,0,0,0,4,3,2,,385,194,75,
2854,23/04/2022,2,1,0,2,1,0,-9,-2,-8,-4,-2,-2,1,10,5,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,379,186,68,
2855,24/04/2022,0,0,0,0,0,0,-2,1,5,0,10,8,8,11,14,,Snow,Snow Showers,Sunny,,Sunny,,0,0,0,1,0,0,,380,185,0,
2856,25/04/2022,1,1,1,1,1,1,0,0,1,2,11,4,10,11,12,,Snow,Snow Showers,Sunny,,Sunny,,0,0,0,1,0,0,,381,178,0,
2857,26/04/2022,11,7,5,6,4,3,-5,0,-10,0,3,-2,5,14,4,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,371,176,0,
2858,27/04/2022,8,6,4,4,3,2,-4,-3,-7,-1,4,-3,1,3,0,,Snow,Snow Showers,Snow,Snow Showers,Sleet,Sleet Showers,0,0,0,4,4,0,,374,179,0,
2859,28/04/2022,9,6,4,3,2,1,2,6,-1,7,13,6,12,15,12,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,370,173,0,
2860,29/04/2022,1,1,0,1,1,0,3,8,4,8,12,10,13,16,16,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,364,171,0,
2861,30/04/2022,8,6,4,3,2,1,1,6,-1,6,11,5,11,20,12,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,359,164,0,
