Day,Date,Peak_Wind_Gust_kmh,Mid_Wind_Gust_kmh,Valley_Wind_Gust_kmh,Peak_Wind_Speed_kmh,Mid_Wind_Speed_kmh,Valley_Wind_Speed_kmh,Peak_Min_Temp,Peak_Max_Temp,Peak_Feels_Like,Mid_Min_Temp,Mid_Max_Temp,Mid_Feels_Like,Valley_Min_Temp,Valley_Max_Temp,Valley_Feels_Like,Inversion,Peak_Weather2,Peak_Weather5,Mid_Weather2,Mid_Weather5,Valley_Weather2,Valley_Weather5,Peak_Rain_mm,Mid_Rain_mm,Valley_Rain_mm,Peak_Snow_cm,Mid_Snow_cm,Valley_Snow_cm,Thunder,Peak_Snow_depth_cm,Mid_Snow_depth_cm,Base_Snow_depth_cm,
528,10/12/2015,3,2,1,3,2,1,-19,-15,-21,-14,-12,-14,-9,0,-7,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,154,62,40,
529,11/12/2015,11,7,4,11,7,4,-23,-22,-31,-20,-13,-26,-13,-9,-16,,Snow,Snow Showers,Sunny,,Sunny,,0,0,0,5,0,0,,159,61,40,
530,12/12/2015,1,1,0,1,1,0,-21,-19,-20,-18,-12,-16,-16,-15,-12,,Snow,Light Snow,Snow,Light Snow,Snow,Snow Showers,0,0,0,7,7,4,,166,68,45,
531,13/12/2015,28,16,7,28,16,7,-19,-16,-31,-16,-12,-25,-14,-14,-19,,Snow,Snow Showers,Snow,Snow Showers,Snow,Snow Showers,0,0,0,5,4,2,,169,71,47,
532,14/12/2015,150,83,38,75,44,23,-22,-19,-45,-19,-17,-38,-17,-16,-30,,Snow,Mod Snow,Snow,Light Snow,Snow,Snow Showers,0,0,0,12,10,5,,172,79,52,
533,15/12/2015,82,54,36,59,35,19,-18,-16,-36,-16,-4,-30,-8,-7,-18,,Snow,Snow Showers,Sunny,,Sunny,,0,0,0,4,0,0,,171,76,52,
534,16/12/2015,78,44,21,48,28,14,-21,-20,-40,-16,-11,-29,-11,-8,-19,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,166,75,52,
535,17/12/2015,145,86,47,37,21,11,-23,-23,-47,-21,-15,-40,-18,-17,-32,,Snow,Snow Showers,Snow,Snow Showers,Snow,Snow Showers,0,0,0,5,4,2,,163,77,54,
536,18/12/2015,25,14,7,16,9,4,-24,-22,-37,-22,-19,-31,-19,-15,-25,,Snow,Light Snow,Snow,Light Snow,Snow,Light Snow,0,0,0,10,8,5,,171,84,59,
537,19/12/2015,3,2,2,3,2,2,-24,-24,-27,-22,-17,-23,-19,-17,-19,,Snow,Snow Showers,Snow,Snow Showers,Snow,Snow Showers,0,0,0,5,5,3,,176,89,62,
538,20/12/2015,40,22,11,40,22,11,-25,-18,-41,-20,-15,-31,-15,-11,-22,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,164,86,62,
539,21/12/2015,41,23,11,39,23,11,-22,-20,-37,-20,-15,-31,-17,-15,-24,,Snow,Heavy Snow,Snow,Heavy Snow,Snow,Mod Snow,0,0,0,22,22,11,,184,107,73,
540,22/12/2015,3,2,1,3,2,1,-26,-21,-29,-21,-17,-21,-16,-11,-14,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,180,102,73,
541,23/12/2015,1,1,0,1,1,0,-27,-27,-26,-25,-22,-22,-22,-22,-17,,Snow,Snow Showers,Snow,Snow Showers,Snow,Snow Showers,0,0,0,3,3,1,,183,104,74,
542,24/12/2015,1,1,0,1,1,0,-19,-13,-18,-14,-10,-12,-9,-1,-5,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,174,103,74,
543,25/12/2015,150,103,71,38,26,17,-20,-16,-43,-18,-12,-37,-15,-11,-31,,Snow,Snow Showers,Snow,Snow Showers,Snow,Snow Showers,0,0,0,1,1,0,,166,102,75,
544,26/12/2015,61,40,26,24,15,9,-22,-22,-40,-20,-16,-34,-17,-15,-29,,Snow,Light Snow,Snow,Light Snow,Snow,Snow Showers,0,0,0,10,7,4,,172,109,79,
545,27/12/2015,17,11,7,17,11,7,-24,-21,-34,-18,-11,-26,-13,-13,-18,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,171,108,79,
546,28/12/2015,13,8,5,13,8,5,-24,-21,-33,-21,-14,-27,-18,-16,-23,,Snow,Heavy Snow,Snow,Mod Snow,Snow,Mod Snow,0,0,0,23,18,10,,193,125,89,
547,29/12/2015,1,0,0,1,0,0,-25,-21,-23,-22,-13,-18,-14,-13,-9,,Snow,Snow Showers,Partly Cloudy,,Partly Cloudy,,0,0,0,3,0,0,,196,125,89,
548,30/12/2015,26,16,9,17,10,6,-26,-22,-39,-20,-14,-30,-15,-13,-21,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,195,125,89,
549,31/12/2015,1,0,0,1,0,0,-25,-21,-21,-22,-20,-17,-20,-17,-13,,Snow,Heavy Snow,Snow,Mod Snow,Snow,Light Snow,0,0,0,22,18,10,,217,143,99,
550,01/01/2016,48,29,17,14,9,5,-23,-20,-39,-20,-9,-32,-13,-13,-20,,Snow,Mod Snow,Partly Cloudy,,Partly Cloudy,,0,0,0,17,0,0,,231,142,99,
551,02/01/2016,27,15,7,12,7,4,-25,-23,-38,-19,-11,-28,-15,-13,-19,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,229,142,99,
552,03/01/2016,3,2,1,3,2,1,-26,-23,-29,-23,-17,-24,-21,-19,-19,,Snow,Light Snow,Snow,Light Snow,Snow,Snow Showers,0,0,0,10,9,4,,239,151,103,
553,04/01/2016,0,0,0,0,0,0,-25,-21,-10,-19,-11,-6,-15,-15,-2,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,239,151,103,
554,05/01/2016,13,9,6,13,9,6,-24,-23,-33,-21,-17,-28,-19,-18,-23,,Snow,Mod Snow,Snow,Mod Snow,Snow,Light Snow,0,0,0,14,13,8,,252,163,111,
555,06/01/2016,9,6,4,9,6,4,-25,-24,-32,-22,-12,-27,-15,-11,-17,,Snow,Heavy Snow,Partly Cloudy,,Partly Cloudy,,0,0,0,24,0,0,,276,163,111,
556,07/01/2016,1,1,0,1,1,0,-24,-22,-23,-21,-10,-19,-14,-13,-10,,Snow,Light Snow,Partly Cloudy,,Partly Cloudy,,0,0,0,6,0,0,,282,163,111,
557,08/01/2016,31,19,11,27,17,10,-25,-21,-39,-22,-15,-33,-15,-11,-21,,Snow,Light Snow,Partly Cloudy,,Partly Cloudy,,0,0,0,10,0,0,,290,162,111,
558,09/01/2016,20,14,9,20,14,9,-23,-22,-34,-20,-14,-29,-18,-17,-24,,Snow,Mod Snow,Snow,Mod Snow,Snow,Light Snow,0,0,0,14,11,6,,302,172,116,
559,10/01/2016,15,10,7,15,10,7,-26,-26,-36,-20,-13,-28,-16,-15,-20,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,302,171,116,
560,11/01/2016,82,51,30,39,23,12,-26,-23,-46,-20,-14,-36,-16,-13,-27,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,297,170,116,
561,12/01/2016,36,21,11,30,17,8,-23,-19,-37,-17,-15,-27,-12,-6,-18,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,285,160,116,
562,13/01/2016,1,1,0,1,1,0,-24,-22,-23,-21,-19,-19,-19,-19,-15,,Snow,Heavy Snow,Snow,Mod Snow,Snow,Light Snow,0,0,0,22,16,10,,306,175,126,
563,14/01/2016,2,2,1,2,2,1,-26,-22,-27,-23,-18,-23,-20,-17,-19,,Snow,Mod Snow,Snow,Mod Snow,Snow,Light Snow,0,0,0,19,15,10,,325,190,135,
564,15/01/2016,150,84,39,38,22,10,-24,-22,-49,-22,-17,-41,-19,-17,-33,,Snow,Mod Snow,Snow,Mod Snow,Snow,Light Snow,0,0,0,16,13,7,,332,202,142,
565,16/01/2016,0,0,0,0,0,0,-25,-22,-20,-23,-18,-16,-20,-20,-12,,Snow,Snow Showers,Snow,Snow Showers,Snow,Snow Showers,0,0,0,2,2,1,,334,204,143,
566,17/01/2016,2,1,1,2,1,1,-25,-19,-27,-20,-15,-20,-15,-11,-13,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,333,196,143,
567,18/01/2016,19,11,6,17,10,5,-20,-17,-31,-18,-12,-25,-15,-15,-20,,Snow,Snow Showers,Snow,Snow Showers,Snow,Snow Showers,0,0,0,4,4,2,,336,199,146,
568,19/01/2016,0,0,0,0,0,0,-24,-24,-20,-19,-11,-14,-14,-14,-8,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,336,199,146,
569,20/01/2016,65,36,17,24,14,7,-20,-20,-37,-18,-13,-31,-15,-13,-24,,Snow,Snow Showers,Snow,Snow Showers,Snow,Snow Showers,0,0,0,1,1,0,,333,199,146,
570,21/01/2016,32,18,9,18,11,6,-21,-21,-35,-19,-14,-29,-16,-16,-23,,Snow,Snow Showers,Snow,Snow Showers,Snow,Snow Showers,0,0,0,1,1,0,,332,199,147,
571,22/01/2016,0,0,0,0,0,0,-22,-20,-11,-24,-22,-12,-27,-23,-13,Yes,Sunny,,Sunny,,Fog,,0,0,0,0,0,0,,324,189,147,
572,23/01/2016,2,1,1,2,1,1,-25,-25,-26,-23,-11,-22,-15,-12,-13,,Snow,Snow Showers,Sunny,,Sunny,,0,0,0,5,0,0,,329,189,147,
573,24/01/2016,2,1,1,2,1,1,-26,-24,-28,-24,-16,-23,-16,-12,-13,,Snow,Snow Showers,Sunny,,Sunny,,0,0,0,4,0,0,,333,189,147,
574,25/01/2016,49,30,16,20,13,8,-25,-25,-42,-23,-19,-36,-20,-17,-30,,Snow,Light Snow,Snow,Light Snow,Snow,Snow Showers,0,0,0,10,10,4,,340,198,151,
575,26/01/2016,15,10,6,15,10,6,-25,-22,-35,-23,-20,-30,-20,-18,-25,,Snow,Snow Showers,Snow,Snow Showers,Snow,Snow Showers,0,0,0,3,2,1,,342,200,152,
576,27/01/2016,28,18,11,28,18,11,-28,-28,-43,-26,-20,-37,-23,-22,-31,,Snow,Snow Showers,Snow,Snow Showers,Snow,Snow Showers,0,0,0,3,3,1,,343,201,153,
577,28/01/2016,5,3,2,5,3,2,-26,-20,-31,-21,-17,-23,-16,-8,-16,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,340,195,153,
578,29/01/2016,20,13,9,20,13,9,-25,-19,-37,-20,-17,-28,-15,-9,-21,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,331,192,153,
579,30/01/2016,11,6,3,11,6,3,-26,-20,-35,-21,-19,-26,-16,-10,-18,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,322,183,153,
580,31/01/2016,13,9,6,13,9,6,-24,-22,-33,-21,-19,-28,-19,-16,-23,,Snow,Snow Showers,Snow,Snow Showers,Snow,Snow Showers,0,0,0,4,3,2,,326,186,155,
581,01/02/2016,66,40,23,35,22,13,-28,-27,-48,-25,-23,-41,-23,-19,-35,,Snow,Snow Showers,Snow,Snow Showers,Snow,Snow Showers,0,0,0,4,4,3,,326,189,158,
582,02/02/2016,76,50,32,26,16,10,-21,-17,-39,-16,-9,-29,-11,-6,-21,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,311,182,158,
583,03/02/2016,6,4,2,6,4,2,-22,-17,-27,-17,-15,-19,-12,-5,-12,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,301,173,158,
584,04/02/2016,27,15,8,14,9,5,-22,-18,-34,-17,-14,-25,-12,-8,-16,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,292,169,158,
585,05/02/2016,42,24,13,13,8,4,-26,-23,-42,-23,-12,-35,-16,-12,-23,,Snow,Snow Showers,Sunny,,Sunny,,0,0,0,4,0,0,,294,168,158,
586,06/02/2016,4,3,2,4,3,2,-25,-20,-28,-19,-17,-21,-14,-7,-15,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,288,165,158,
587,07/02/2016,25,16,11,6,4,2,-22,-20,-35,-20,-15,-29,-17,-14,-24,,Snow,Snow Showers,Snow,Snow Showers,Snow,Snow Showers,0,0,0,5,4,3,,292,169,160,
588,08/02/2016,1,1,0,1,1,0,-20,-17,-19,-18,-14,-15,-15,-11,-11,,Snow,Snow Showers,Snow,Snow Showers,Snow,Snow Showers,0,0,0,5,4,3,,297,173,163,
589,09/02/2016,1,1,1,1,1,1,-20,-19,-20,-18,-12,-16,-15,-14,-13,,Snow,Light Snow,Snow,Light Snow,Snow,Light Snow,0,0,0,10,8,6,,307,182,170,
590,10/02/2016,1,1,0,1,1,0,-22,-20,-21,-20,-10,-17,-12,-8,-8,,Snow,Snow Showers,Sunny,,Sunny,,0,0,0,1,0,0,,308,182,170,
591,11/02/2016,14,8,4,5,3,2,-20,-19,-29,-18,-14,-23,-15,-14,-18,,Snow,Snow Showers,Snow,Snow Showers,Snow,Snow Showers,0,0,0,4,3,2,,311,185,171,
592,12/02/2016,1,0,0,1,0,0,-24,-23,-21,-22,-19,-17,-19,-15,-13,,Snow,Snow Showers,Snow,Snow Showers,Snow,Snow Showers,0,0,0,1,1,1,,312,185,172,
593,13/02/2016,0,0,0,0,0,0,-22,-19,-13,-24,-20,-13,-27,-18,-14,Yes,Sunny,,Sunny,,Fog,,0,0,0,0,0,0,,306,183,172,
594,14/02/2016,1,1,0,1,1,0,-18,-12,-17,-13,-8,-10,-8,-1,-5,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,296,176,172,
595,15/02/2016,3,2,1,3,2,1,-20,-16,-22,-17,-9,-18,-10,-9,-8,,Snow,Snow Showers,Sunny,,Sunny,,0,0,0,2,0,0,,297,176,172,
596,16/02/2016,11,7,3,11,7,3,-23,-22,-31,-18,-10,-23,-13,-12,-15,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,297,176,172,
597,17/02/2016,4,2,1,4,2,1,-24,-22,-28,-19,-17,-20,-14,-8,-13,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,289,173,172,
598,18/02/2016,65,38,20,20,12,7,-23,-21,-41,-20,-14,-34,-18,-14,-27,,Snow,Snow Showers,Snow,Snow Showers,Snow,Snow Showers,0,0,0,5,4,3,,290,176,174,
599,19/02/2016,55,37,24,19,12,7,-21,-19,-37,-18,-7,-31,-10,-10,-19,,Snow,Mod Snow,Partly Cloudy,,Partly Cloudy,,0,0,0,20,0,0,,306,175,174,
600,20/02/2016,3,2,1,3,2,1,-17,-17,-20,-15,-12,-15,-12,-12,-11,,Snow,Snow Showers,Snow,Snow Showers,Snow,Snow Showers,0,0,0,4,4,2,,310,179,176,
601,21/02/2016,0,0,0,0,0,0,-16,-12,-13,-14,-8,-9,-11,-7,-6,,Snow,Snow Showers,Snow,Snow Showers,Snow,Snow Showers,0,0,0,2,2,1,,312,181,177,
602,22/02/2016,5,3,2,5,3,2,-21,-19,-25,-19,-12,-21,-16,-12,-17,,Snow,Snow Showers,Snow,Snow Showers,Snow,Snow Showers,0,0,0,4,4,2,,316,184,179,
603,23/02/2016,0,0,0,0,0,0,-19,-19,-11,-17,-11,-8,-14,-12,-5,,Snow,Light Snow,Snow,Light Snow,Snow,Light Snow,0,0,0,9,7,6,,325,191,185,
604,24/02/2016,11,7,4,11,7,4,-18,-17,-25,-15,-10,-20,-13,-13,-16,,Snow,Mod Snow,Snow,Mod Snow,Snow,Light Snow,0,0,0,11,11,7,,335,202,192,
605,25/02/2016,57,34,19,13,8,4,-18,-18,-33,-13,-8,-24,-8,-5,-15,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,332,201,192,
606,26/02/2016,0,0,0,0,0,0,-15,-10,-2,-17,-14,-3,-20,-14,-5,Yes,Sunny,,Sunny,,Fog,,0,0,0,0,0,0,,326,196,192,
607,27/02/2016,0,0,0,0,0,0,-21,-16,-7,-23,-16,-8,-26,-22,-10,Yes,Sunny,,Sunny,,Fog,,0,0,0,0,0,0,,323,195,192,
608,28/02/2016,13,8,4,13,8,4,-16,-12,-23,-13,-7,-18,-11,-11,-13,,Snow,Snow Showers,Snow,Snow Showers,Snow,Snow Showers,0,0,0,5,4,3,,327,199,194,
609,29/02/2016,5,3,2,5,3,2,-19,-16,-23,-16,-8,-18,-8,-6,-8,,Snow,Light Snow,Partly Cloudy,,Partly Cloudy,,0,0,0,8,0,0,,335,199,194,
610,01/03/2016,7,4,2,7,4,2,-20,-18,-26,-18,-6,-21,-10,-6,-10,,Snow,Mod Snow,Partly Cloudy,,Partly Cloudy,,0,0,0,20,0,0,,354,198,194,
611,02/03/2016,8,6,4,8,6,4,-15,-11,-21,-13,-10,-17,-10,-8,-13,,Snow,Snow Showers,Snow,Snow Showers,Snow,Snow Showers,0,0,0,2,2,1,,356,200,195,
612,03/03/2016,50,30,18,16,10,6,-20,-17,-36,-18,-14,-30,-15,-13,-24,,Snow,Mod Snow,Snow,Mod Snow,Snow,Light Snow,0,0,0,17,13,10,,370,212,205,
613,04/03/2016,22,13,6,10,6,3,-20,-16,-31,-18,-14,-25,-15,-15,-20,,Snow,Snow Showers,Snow,Snow Showers,Snow,Snow Showers,0,0,0,3,2,1,,371,214,207,
614,05/03/2016,23,14,8,7,5,3,-18,-15,-29,-15,-9,-23,-13,-13,-18,,Snow,Mod Snow,Snow,Mod Snow,Snow,Light Snow,0,0,0,11,11,7,,381,225,213,
615,06/03/2016,2,1,1,2,1,1,-15,-8,-15,-10,-5,-8,-5,0,-2,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,372,224,212,
616,07/03/2016,2,2,1,2,2,1,-18,-15,-19,-15,-6,-15,-8,-8,-6,,Snow,Snow Showers,Sunny,,Sunny,,0,0,0,4,0,0,,376,224,212,
617,08/03/2016,1,1,1,1,1,1,-13,-12,-12,-10,-1,-9,-3,1,0,,Snow,Snow Showers,Sunny,,Sunny,,0,0,0,4,0,0,,380,224,192,
618,09/03/2016,15,9,5,7,4,2,-22,-19,-31,-19,-11,-26,-11,-8,-15,,Snow,Snow Showers,Sunny,,Sunny,,0,0,0,3,0,0,,382,224,192,
619,10/03/2016,1,1,0,1,1,0,-13,-10,-12,-11,-8,-8,-8,-4,-4,,Snow,Snow Showers,Snow,Snow Showers,Snow,Snow Showers,0,0,0,5,5,3,,387,228,195,
620,11/03/2016,7,5,3,7,5,3,-18,-17,-24,-16,-11,-19,-13,-12,-15,,Snow,Snow Showers,Snow,Snow Showers,Snow,Snow Showers,0,0,0,4,3,2,,390,232,197,
621,12/03/2016,0,0,0,0,0,0,-17,-15,-8,-12,-4,-3,-7,-6,2,,Cloudy,,Cloudy,,Cloudy,,0,0,0,0,0,0,,390,232,197,
622,13/03/2016,4,3,1,4,3,1,-14,-10,-17,-9,-6,-10,-4,2,-3,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,382,223,171,
623,14/03/2016,2,1,1,2,1,1,-19,-12,-20,-14,-11,-13,-9,0,-7,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,379,213,169,
624,15/03/2016,17,9,4,14,9,4,-17,-17,-26,-14,-9,-20,-12,-8,-14,,Snow,Snow Showers,Snow,Snow Showers,Snow,Snow Showers,0,0,0,3,3,2,,381,215,171,
625,16/03/2016,58,37,23,13,8,5,-17,-14,-32,-14,-5,-26,-7,-6,-14,,Snow,Snow Showers,Sunny,,Sunny,,0,0,0,2,0,0,,379,215,171,
626,17/03/2016,0,0,0,0,0,0,-15,-12,-8,-9,-1,-2,-4,-4,3,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,379,215,171,
627,18/03/2016,2,1,1,2,1,1,-15,-15,-16,-13,-8,-12,-10,-7,-9,,Snow,Light Snow,Snow,Light Snow,Snow,Snow Showers,0,0,0,7,6,3,,386,221,174,
628,19/03/2016,7,4,3,7,4,2,-14,-10,-19,-11,-5,-14,-9,-6,-10,,Snow,Snow Showers,Snow,Snow Showers,Snow,Snow Showers,0,0,0,4,3,2,,390,224,176,
629,20/03/2016,13,9,6,6,4,2,-16,-13,-23,-11,-4,-16,-6,-4,-9,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,389,223,176,
630,21/03/2016,0,0,0,0,0,0,-16,-13,-11,-13,-10,-8,-10,-8,-5,,Snow,Light Snow,Snow,Light Snow,Snow,Snow Showers,0,0,0,8,7,3,,397,231,179,
631,22/03/2016,7,4,3,7,4,2,-14,-10,-19,-12,-5,-14,-9,-7,-10,,Snow,Snow Showers,Snow,Snow Showers,Snow,Snow Showers,0,0,0,4,4,2,,401,234,181,
632,23/03/2016,17,10,5,6,4,2,-13,-12,-21,-10,0,-16,-3,-1,-5,,Snow,Mod Snow,Partly Cloudy,,Partly Cloudy,,0,0,0,11,0,0,,411,234,181,
633,24/03/2016,0,0,0,0,0,0,-13,-12,-6,-10,-5,-3,-8,-5,0,,Snow,Light Snow,Snow,Light Snow,Snow,Snow Showers,0,0,0,8,6,5,,419,240,186,
634,25/03/2016,2,1,1,2,1,1,-11,-10,-12,-6,1,-5,-1,0,1,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,419,240,183,
635,26/03/2016,4,3,1,4,2,1,-11,-7,-14,-6,0,-7,-1,2,0,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,418,240,174,
636,27/03/2016,13,8,5,6,4,2,-11,-11,-17,-8,-4,-13,-6,-6,-8,,Snow,Heavy Snow,Snow,Mod Snow,Snow,Light Snow,0,0,0,25,19,10,,443,259,184,
637,28/03/2016,3,2,1,3,2,1,-10,-9,-11,-7,-1,-7,-5,-4,-4,,Snow,Mod Snow,Snow,Light Snow,Snow,Light Snow,0,0,0,11,8,7,,453,267,191,
638,29/03/2016,2,1,1,2,1,1,-10,-9,-11,-8,-3,-7,-5,-5,-3,,Snow,Heavy Snow,Snow,Mod Snow,Snow,Mod Snow,0,0,0,21,16,12,,474,283,203,
639,30/03/2016,3,2,1,3,2,1,-11,-10,-13,-9,-3,-8,-6,-3,-4,,Snow,Mod Snow,Snow,Mod Snow,Snow,Light Snow,0,0,0,17,17,7,,491,300,210,
640,31/03/2016,0,0,0,0,0,0,-10,-9,-3,-7,-3,0,-5,-3,2,,Snow,Light Snow,Snow,Light Snow,Snow,Snow Showers,0,0,0,9,8,4,,500,308,214,
641,01/04/2016,0,0,0,0,0,0,-11,-8,-7,-8,1,-3,-1,3,5,,Snow,Light Snow,Partly Cloudy,,Partly Cloudy,,0,0,0,7,0,0,,507,308,214,
642,02/04/2016,23,15,9,8,5,3,-8,-7,-16,-3,6,-8,2,4,-1,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,506,308,205,
643,03/04/2016,0,0,0,0,0,0,-10,-8,-5,-8,4,-2,0,4,5,,Snow,Snow Showers,Partly Cloudy,,Partly Cloudy,,0,0,0,3,0,0,,509,308,205,
644,04/04/2016,3,2,1,3,2,1,-9,-5,-10,-6,0,-6,-4,-1,-2,,Snow,Light Snow,Snow,Light Snow,Snow,Snow Showers,0,0,0,9,9,4,,517,317,209,
645,05/04/2016,3,2,1,3,2,1,-7,-5,-8,-4,0,-4,-2,-2,-1,,Snow,Mod Snow,Snow,Mod Snow,Snow,Light Snow,0,0,0,20,20,8,,537,337,217,
646,06/04/2016,19,12,8,5,3,2,-6,-2,-13,-4,2,-8,-1,1,-4,,Snow,Light Snow,Snow,Snow Showers,Snow,Snow Showers,0,0,0,6,5,3,,542,341,220,
647,07/04/2016,9,5,3,2,1,1,-7,-1,-11,-2,0,-4,3,10,3,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,534,333,217,
648,08/04/2016,1,1,0,1,1,0,-7,-6,-5,-2,5,1,3,5,7,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,534,328,215,
649,09/04/2016,4,2,1,1,1,0,-7,-7,-8,-1,5,-1,4,6,5,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,533,324,211,
650,10/04/2016,0,0,0,0,0,0,-8,-4,-4,-3,2,2,2,8,7,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,531,316,203,
651,11/04/2016,0,0,0,0,0,0,-5,-1,5,0,7,9,5,5,13,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,531,307,193,
652,12/04/2016,0,0,0,0,0,0,-7,-3,-3,-4,2,1,-2,-1,4,,Snow,Mod Snow,Snow,Light Snow,Snow,Light Snow,0,0,0,13,9,9,,544,316,202,
653,13/04/2016,3,2,1,2,1,1,-5,-5,-6,-3,1,-2,0,2,1,,Snow,Mod Snow,Snow,Light Snow,Snow,Light Snow,0,0,0,11,8,7,,555,324,209,
654,14/04/2016,1,1,1,1,1,1,-7,-3,-6,-5,0,-3,-2,1,1,,Snow,Snow Showers,Snow,Snow Showers,Snow,Snow Showers,0,0,0,5,5,3,,560,329,212,
655,15/04/2016,2,1,0,2,1,0,-3,1,-2,0,11,2,7,10,10,,Snow,Light Snow,Partly Cloudy,,Partly Cloudy,,0,0,0,10,0,0,,570,332,169,
656,16/04/2016,0,0,0,0,0,0,-3,-2,5,2,9,10,7,11,14,,Cloudy,,Sunny,,Sunny,,0,0,0,0,0,0,,570,323,165,
657,17/04/2016,2,1,1,2,1,1,-3,0,-3,2,4,3,7,15,9,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,568,315,163,
658,18/04/2016,0,0,0,0,0,0,-2,2,1,3,7,7,8,15,12,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,558,310,153,
659,19/04/2016,6,4,2,6,4,2,1,7,-1,6,10,6,11,16,12,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,556,302,151,
660,20/04/2016,16,11,7,7,4,2,-4,-2,-9,-1,5,-5,1,1,-1,,Snow,Snow Showers,Snow,Snow Showers,Sleet,Sleet Showers,0,0,0,3,3,0,,558,305,145,
661,21/04/2016,19,11,6,4,3,2,-6,-3,-13,-4,8,-8,4,4,2,,Snow,Snow Showers,Sunny,,Sunny,,0,0,0,5,0,0,,562,305,130,
662,22/04/2016,1,0,0,1,0,0,-1,2,1,4,13,7,9,11,12,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,561,303,127,
663,23/04/2016,0,0,0,0,0,0,2,3,6,5,11,9,7,8,12,,Sleet,Sleet Showers,Rain,Rain Showers,Rain,Rain Showers,0,3,3,0,0,0,,559,279,91,
664,24/04/2016,4,2,1,4,2,1,-4,3,-5,2,8,2,7,14,8,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,553,272,83,
665,25/04/2016,6,4,3,3,2,1,3,3,1,5,12,5,8,9,8,,Sleet,Sleet Showers,Rain,Rain Showers,Rain,Rain Showers,0,4,4,0,0,0,,547,256,28,
666,26/04/2016,1,0,0,1,0,0,1,3,4,6,9,10,11,19,15,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,544,246,19,
667,27/04/2016,1,1,0,1,1,0,-2,3,0,3,6,6,8,11,11,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,540,241,12,
668,28/04/2016,3,2,1,2,1,1,-2,-2,-3,0,4,1,3,7,5,,Snow,Snow Showers,Sleet,Sleet Showers,Sleet,Sleet Showers,0,0,0,3,0,0,,543,240,0,
669,29/04/2016,6,4,3,2,1,1,5,7,3,7,17,7,15,19,16,,Rain,Rain Showers,Sunny,,Sunny,,1,0,0,0,0,0,,538,196,0,
