Date,Temp C,Feels Like C,Wind Gust kmh,Wind Speed kmh,Weather2,Blizzard?,Weather4,Snow depth cm,Thunder Chance
20/01/2017,-25.85,-36,14.35,14.35,Snow,,Calm,231.5813285,
21/01/2017,-24.89,-34,11.46,11.46,Snow,,Calm,246.8939412,
22/01/2017,-26.92,-48,74.9,45.26,Sunny,,Windy,235.3996517,
23/01/2017,-23.96,-35,17.8,17.8,Snow,,Calm,239.3315919,
24/01/2017,-26.99,-48,81.44,37.61,Sunny,,Stormy,227.4452656,
25/01/2017,-28.01,-44,32.7,26.08,Snow,,Calm,226.4834169,
26/01/2017,-26.04,-37,16.61,16.61,Snow,,Calm,237.4865503,
27/01/2017,-27.06,-24,0.54,0.54,Snow,,Calm,250.4542326,
28/01/2017,-24.07,-45,92.81,27.37,Snow,Blizzard,Stormy,250.8857995,
29/01/2017,-28.09,-37,9.38,9.38,Sunny,,Calm,243.3227152,
30/01/2017,-26.1,-40,29.77,13.1,Sunny,,Stormy,239.5364073,
31/01/2017,-30.11,-28,0.76,0.76,Snow,,Calm,242.4910752,
01/02/2017,-24.11,-33,11.55,11.55,Sunny,,Calm,239.7981211,
02/02/2017,-29.11,-27,0.85,0.85,Sunny,,Calm,232.7471227,
03/02/2017,-23.11,-39,46.46,20.99,Snow,Blizzard,Stormy,233.9594392,
04/02/2017,-25.11,-20,0.3,0.3,Snow,,Calm,237.9414108,
05/02/2017,-25.1,-26,2.02,2.02,Snow,,Calm,238.8203837,
06/02/2017,-21.09,-30,14.95,14.95,Snow,,Calm,239.9233887,
07/02/2017,-24.08,-35,16.38,15.77,Sunny,,Calm,232.9405275,
08/02/2017,-28.07,-47,58,13.45,Sunny,,Stormy,228.4608083,
09/02/2017,-27.05,-35,8.84,5.68,Snow,,Calm,231.930216,
10/02/2017,-22.03,-29,8.37,4.98,Snow,,Calm,234.4279209,
11/02/2017,-24,-21,0.64,0.64,Snow,,Calm,235.3897546,
12/02/2017,-24.97,-36,17.27,17.27,Snow,,Calm,239.3534107,
13/02/2017,-27.94,-26,0.86,0.86,Snow,,Calm,243.3020297,
14/02/2017,-21.91,-15,0.15,0.15,Snow,,Calm,247.2927416,
15/02/2017,-21.87,-25,3.64,3.64,Snow,,Calm,250.0746116,
16/02/2017,-25.83,-30,3.93,3.93,Snow,,Calm,251.8389955,
17/02/2017,-26.79,-48,82.41,58.35,Snow,,Windy,251.8946239,
18/02/2017,-21.75,-43,116.48,46.58,Snow,Blizzard,Stormy,247.9059506,
19/02/2017,-25.7,-49,112.79,31.11,Snow,Blizzard,Stormy,243.1382593,
20/02/2017,-27.65,-40,19.69,16.14,Snow,,Calm,244.956823,
21/02/2017,-28.59,-47,49.33,25.76,Snow,,Calm,243.9970365,
22/02/2017,-24.54,-37,21.65,20.09,Snow,,Calm,243.6980966,
23/02/2017,-26.48,-33,6.09,6.09,Sunny,,Calm,233.3325741,
24/02/2017,-26.42,-17,0.05,0.05,Sunny,,Calm,226.3297256,
25/02/2017,-21.35,-28,8.14,8.14,Snow,,Calm,227.8414265,
26/02/2017,-21.28,-28,8.05,8.05,Sunny,,Calm,224.3586177,
27/02/2017,-21.21,-40,87.02,17.61,Snow,Blizzard,Stormy,224.1374667,
28/02/2017,-24.14,-32,9.62,9.06,Snow,,Calm,248.5602225,
01/03/2017,-19.06,-24,5.52,5.52,Snow,,Calm,252.2287296,
02/03/2017,-24.99,-31,6.63,6.63,Snow,,Calm,260.8309386,
03/03/2017,-22.9,-27,4.24,4.24,Snow,,Calm,269.5765081,
04/03/2017,-21.82,-22,1.66,1.66,Snow,,Calm,282.4768757,
05/03/2017,-22.74,-30,8.56,8.56,Snow,,Calm,295.9631325,
06/03/2017,-25.65,-39,27.21,27.21,Sunny,,Calm,291.3302581,
07/03/2017,-20.56,-34,34.67,34.67,Snow,,Calm,295.2501551,
08/03/2017,-20.46,-16,0.35,0.35,Sunny,,Calm,288.2291819,
09/03/2017,-25.37,-43,48.63,48.63,Snow,,Windy,286.311296,
10/03/2017,-22.27,-40,60.27,46.92,Sunny,,Windy,275.6950992,
11/03/2017,-18.17,-35,68.08,47.38,Sunny,,Windy,263.6101884,
12/03/2017,-23.06,-43,91.4,42.94,Snow,Blizzard,Stormy,266.1264121,
13/03/2017,-16.96,-32,55.93,32.12,Snow,,Calm,266.7708407,
14/03/2017,-19.85,-31,23.32,23.32,Snow,,Calm,275.3718179,
15/03/2017,-22.74,-26,3.25,3.25,Snow,,Calm,280.1768991,
16/03/2017,-19.63,-31,26.19,25.71,Snow,,Calm,282.6056055,
17/03/2017,-24.51,-43,63.51,22.32,Snow,Blizzard,Stormy,279.7947587,
18/03/2017,-20.4,-34,37.01,13.44,Snow,Blizzard,Stormy,292.5741824,
19/03/2017,-22.28,-32,15.62,8.37,Snow,,Calm,296.6370842,
20/03/2017,-21.16,-25,4.01,4.01,Sunny,,Calm,290.3962232,
21/03/2017,-15.04,-15,1.64,1.64,Sunny,,Calm,285.2977822,
22/03/2017,-22.91,-37,32,9.3,Snow,Blizzard,Stormy,286.3776691,
23/03/2017,-23.79,-26,2.45,2.45,Sunny,,Calm,280.2308438,
24/03/2017,-21.66,-21,1.35,1.35,Sunny,,Calm,274.1500986,
25/03/2017,-18.53,-18,1.54,1.54,Snow,,Calm,277.0576581,
26/03/2017,-18.39,-22,5.04,5.04,Snow,,Calm,278.7555314,
27/03/2017,-17.26,-26,16.31,15.71,Sunny,,Calm,267.7768125,
28/03/2017,-22.12,-28,6.45,6.45,Snow,,Calm,270.3900282,
29/03/2017,-13.99,-17,4.36,4.36,Snow,,Calm,273.128317,
30/03/2017,-17.85,-15,0.69,0.69,Snow,,Calm,277.0867827,
31/03/2017,-14.71,-22,13,13,Snow,,Calm,282.3065823,
01/04/2017,-16.56,-31,52.28,16.21,Sunny,,Stormy,278.1697557,
02/04/2017,-20.22,-30,16.89,13.75,Snow,,Calm,278.1561114,
03/04/2017,-14.87,-21,9.42,9.42,Snow,,Calm,290.5910314,
04/04/2017,-14.53,-26,32.25,14,Sunny,,Stormy,282.6558044,
05/04/2017,-11.18,-9,0.64,0.64,Snow,,Calm,285.6172489,
06/04/2017,-16.83,-17,1.88,1.88,Snow,,Calm,289.5045469,
07/04/2017,-12.48,-6,0.12,0.12,Snow,,Calm,302.4972816,
08/04/2017,-12.13,-23,35.02,14.39,Sunny,,Stormy,295.3960281,
09/04/2017,-10.77,-7,0.42,0.42,Snow,,Calm,320.3711229,
10/04/2017,-11.42,-21,27.64,10.95,Sunny,,Stormy,309.712493,
11/04/2017,-12.06,-22,28.85,7.84,Snow,Blizzard,Stormy,321.9812523,
12/04/2017,-12.71,-13,1.86,1.86,Snow,,Calm,341.8694042,
13/04/2017,-9.35,-11,3.11,3.11,Snow,,Calm,359.6830217,
14/04/2017,-10.99,-13,3.86,3.86,Snow,,Calm,366.451703,
15/04/2017,-7.63,-11,7.28,6.33,Snow,,Calm,382.0147183,
16/04/2017,-10.27,-13,4.06,4.06,Sunny,,Calm,375.7712644,
17/04/2017,-6.91,-10,5.86,5.5,Sunny,,Calm,374.4193815,
18/04/2017,-8.55,-8,1.44,1.44,Sunny,,Calm,370.3328787,
19/04/2017,-8.18,-6,0.79,0.79,Snow,,Calm,384.2854185,
20/04/2017,-7.82,-14,14.71,5.56,Snow,Blizzard,Stormy,392.4028475,
21/04/2017,-5.45,-10,10.13,5.15,Sunny,,Calm,389.7951707,
22/04/2017,-5.09,2,0.03,0.03,Sunny,,Calm,381.7934127,
23/04/2017,-4.72,-7,5.51,5.51,Sunny,,Calm,373.4626313,
24/04/2017,-0.36,1,1.1,1.1,Sunny,,Calm,363.3967936,
25/04/2017,-2.99,3,0.07,0.07,Snow,,Calm,370.3926189,
26/04/2017,-2.62,-6,7.35,7.35,Snow,,Calm,380.9517757,
27/04/2017,0.74,-3,11.86,11.3,Sunny,,Calm,371.2403162,
28/04/2017,-3.89,-9,16.36,9.63,Snow,,Calm,384.258479,
29/04/2017,-1.52,-7,16.19,8.05,Sunny,,Stormy,378.2870369,
30/04/2017,0.85,-5,26.21,5.74,Sleet,,Stormy,375.8683188,
01/05/2017,-2.79,-4,3.49,1.99,Sunny,,Calm,371.6591838,
02/05/2017,4.58,5,2.13,1.57,Rain,,Calm,362.3670849,
03/05/2017,-4.05,-5,2.87,1.3,Snow,Blizzard,Stormy,367.1950195,
04/05/2017,-1.68,3,0.12,0.12,Sunny,,Calm,362.187627,
05/05/2017,5.69,5,5.32,1.5,Rain,,Stormy,350.4947952,
06/05/2017,2.05,8,0.03,0.03,Sunny,,Calm,345.4930158,
07/05/2017,3.42,12,0,0,Sunny,,Calm,342.4929738,
08/05/2017,-0.21,3,0.48,0.48,Snow,,Calm,343.4641342,
09/05/2017,4.16,8,0.29,0.29,Rain,,Calm,339.2887286,
10/05/2017,1.52,1,2.9,2.9,Sleet,,Calm,336.0652404,
11/05/2017,5.89,7,1.49,1.49,Rain,,Calm,330.0842128,
12/05/2017,5.26,4,6.8,4.67,Sunny,,Calm,325.6763507,
13/05/2017,3.62,1,9.3,4.88,Rain,,Calm,317.8705603,
14/05/2017,8.99,11,1.26,1.26,Rain,,Calm,308.8055295,
15/05/2017,5.35,6,1.97,1.97,Rain,,Calm,303.3334775,
16/05/2017,7.72,8,3.96,3.55,Rain,,Calm,295.3775624,
17/05/2017,7.08,10,0.41,0.41,Sunny,,Calm,288.3528901,
18/05/2017,5.44,3,9.02,3.02,Rain,,Stormy,276.922428,
19/05/2017,6.81,5,8.25,2.25,Rain,,Stormy,262.81364,
20/05/2017,9.17,13,0.2,0.2,Sunny,,Calm,256.8016665,
21/05/2017,13.53,19,0,0,Sunny,,Calm,252.8015887,84
22/05/2017,10.69,11,3.02,2.2,Rain,,Calm,241.932348,
23/05/2017,12.85,15,0.58,0.58,Rain,,Calm,216.2039169,
24/05/2017,9,13,0.09,0.09,Rain,,Calm,207.1939067,
25/05/2017,8.16,8,3.59,2.14,Rain,,Calm,190.6562294,
26/05/2017,11.32,12,3.15,1.71,Sunny,,Calm,186.4670945,62
27/05/2017,14.47,15,4.71,1.27,Rain,,Stormy,157.2423275,
28/05/2017,10.62,14,0.31,0.31,Sunny,,Calm,151.2239543,63
29/05/2017,12.78,16,0.19,0.19,Sunny,,Calm,143.2127893,4
30/05/2017,11.93,13,2.19,0.76,Sunny,,Stormy,138.0815881,21
31/05/2017,12.08,14,0.87,0.47,Sunny,,Calm,134.0292539,33
01/06/2017,13.22,16,0.57,0.37,Rain,,Calm,107.5450651,
02/06/2017,14.32,18,0.05,0.05,Sunny,,Calm,106.5419978,77
03/06/2017,13.42,17,0.26,0.26,Rain,,Calm,93.10963014,
04/06/2017,14.51,16,1.2,0.33,Rain,,Stormy,64.01574821,
05/06/2017,15.6,19,0.17,0.16,Rain,,Calm,32.79948873,
06/06/2017,15.69,19,0.18,0.14,Rain,,Calm,1.40106766,
07/06/2017,14.78,18,0.13,0.11,Rain,,Calm,0,
08/06/2017,16.87,22,0,0,Rain,,Calm,0,
09/06/2017,13.96,17,0.15,0.1,Rain,,Calm,0,
10/06/2017,15.04,18,0.47,0.08,Rain,,Stormy,0,
11/06/2017,17.12,22,0.01,0.01,Sunny,,Calm,0,37
12/06/2017,14.2,19,0.02,0.01,Sunny,,Calm,0,84
13/06/2017,16.28,21,0.01,0.01,Rain,,Calm,0,
14/06/2017,17.36,22,0.01,0.01,Rain,,Calm,0,
15/06/2017,15.43,20,0.02,0.02,Sunny,,Calm,0,3
16/06/2017,19.51,24,0.01,0.01,Rain,,Calm,0,
17/06/2017,17.58,24,0,0,Sunny,,Calm,0,92
18/06/2017,15.65,22,0,0,Sunny,,Calm,0,0
19/06/2017,17.71,22,0.01,0.01,Rain,,Calm,0,
20/06/2017,15.78,19,0.09,0.09,Rain,,Calm,0,
21/06/2017,14.84,22,0,0,Sunny,,Calm,0,28
22/06/2017,12.9,18,0.03,0.03,Sunny,,Calm,0,20
23/06/2017,15.96,20,0.08,0.08,Rain,,Calm,0,
24/06/2017,18.02,22,0.04,0.04,Rain,,Calm,0,
25/06/2017,23.07,26,0.03,0.03,Rain,,Calm,0,
26/06/2017,14.12,17,0.34,0.29,Rain,,Calm,0,
27/06/2017,17.17,20,0.66,0.28,Sunny,,Stormy,0,71
28/06/2017,20.22,24,0.06,0.06,Rain,,Calm,0,
29/06/2017,21.26,24,0.4,0.2,Sunny,,Calm,0,48
30/06/2017,17.3,22,0,0,Rain,,Calm,0,
01/07/2017,26.29,29,0.96,0.36,Rain,,Stormy,0,
02/07/2017,22.33,25,0.14,0.14,Sunny,,Calm,0,83
03/07/2017,21.36,25,0.02,0.02,Rain,,Calm,0,
04/07/2017,28.39,31,0.3,0.3,Rain,,Calm,0,
05/07/2017,21.42,24,1.01,1.01,Sunny,,Calm,0,28
06/07/2017,21.44,25,0.01,0.01,Sunny,,Calm,0,68
07/07/2017,26.46,29,0.09,0.09,Rain,,Calm,0,
08/07/2017,24.48,26,3.1,1.43,Rain,,Stormy,0,
09/07/2017,25.5,28,0.73,0.73,Sunny,,Calm,0,40
10/07/2017,22.51,25,1.52,1.52,Rain,,Calm,0,
11/07/2017,23.53,25,3.61,1.78,Sunny,,Stormy,0,16
12/07/2017,24.53,27,0.77,0.77,Rain,,Calm,0,
13/07/2017,24.54,27,0.16,0.16,Sunny,,Calm,0,52
14/07/2017,29.54,32,0.11,0.11,Rain,,Calm,0,
15/07/2017,28.54,31,7.28,3.64,Rain,,Stormy,0,
16/07/2017,22.54,25,0.32,0.32,Rain,,Calm,0,
17/07/2017,21.53,24,0.24,0.24,Rain,,Calm,0,
18/07/2017,27.53,30,2.39,2.39,Rain,,Calm,0,
19/07/2017,24.52,26,11.02,3.41,Rain,,Stormy,0,
20/07/2017,27.5,30,2.34,2.03,Sunny,,Calm,0,27
21/07/2017,29.48,32,1.9,1.9,Rain,,Calm,0,
22/07/2017,22.47,24,5.11,4.51,Sunny,,Calm,0,41
23/07/2017,28.44,31,0.54,0.54,Rain,,Calm,0,
24/07/2017,24.42,26,2.74,2.74,Rain,,Calm,0,
25/07/2017,25.39,28,0.21,0.21,Rain,,Calm,0,
26/07/2017,25.36,27,1.39,1.39,Rain,,Calm,0,
27/07/2017,26.32,28,8.24,6.4,Rain,,Calm,0,
28/07/2017,28.29,30,13.31,7.36,Rain,,Calm,0,
29/07/2017,25.25,27,1.59,1.59,Rain,,Calm,0,
30/07/2017,26.21,28,2.56,2.56,Rain,,Calm,0,
31/07/2017,26.16,28,8.87,7.83,Rain,,Calm,0,
01/08/2017,29.11,31,4.52,4.52,Rain,,Calm,0,
02/08/2017,25.06,27,5.72,5.72,Sunny,,Calm,0,22
03/08/2017,23.01,24,14.96,7.19,Rain,,Stormy,0,
04/08/2017,24.95,26,13.25,5.34,Sunny,,Stormy,0,15
05/08/2017,20.89,23,2.17,2.17,Rain,,Calm,0,
06/08/2017,26.83,29,5.3,5.3,Rain,,Calm,0,
07/08/2017,26.76,29,4.51,4.51,Rain,,Calm,0,
08/08/2017,23.69,26,0.99,0.99,Rain,,Calm,0,
09/08/2017,23.62,25,9.15,5.62,Sunny,,Calm,0,50
10/08/2017,21.55,23,1.97,1.97,Rain,,Calm,0,
11/08/2017,25.47,28,1.53,1.53,Sunny,,Calm,0,85
12/08/2017,26.39,28,23.57,5.92,Rain,,Stormy,0,
13/08/2017,28.31,31,0.55,0.55,Rain,,Calm,0,
14/08/2017,25.22,27,2.38,2.38,Sunny,,Calm,0,28
15/08/2017,22.14,25,0.16,0.16,Sunny,,Calm,0,74
16/08/2017,21.04,22,9.42,5.16,Sunny,,Calm,0,90
17/08/2017,28.95,31,0.55,0.55,Sunny,,Calm,0,39
18/08/2017,25.85,28,4.81,4.81,Rain,,Calm,0,
19/08/2017,26.76,29,9.68,9.68,Rain,,Calm,0,
20/08/2017,21.65,23,2.24,2.24,Sunny,,Calm,0,72
21/08/2017,19.55,21,3.23,3.23,Rain,,Calm,0,
22/08/2017,24.44,26,6.2,6.2,Rain,,Calm,0,
23/08/2017,23.33,25,4.39,4.39,Sunny,,Calm,0,5
24/08/2017,22.22,23,24.59,12.41,Rain,,Calm,0,
25/08/2017,25.1,26,32.27,8.89,Rain,,Stormy,0,
26/08/2017,22.98,24,25.32,5.31,Rain,,Stormy,0,
27/08/2017,25.86,28,4.56,2.58,Rain,,Calm,0,
28/08/2017,20.74,26,0,0,Cloudy,,Foggy,0,
29/08/2017,21.62,25,0.08,0.08,Rain,,Calm,0,
30/08/2017,22.49,26,0.01,0.01,Sunny,,Calm,0,72
31/08/2017,23.36,27,0,0,Sunny,,Calm,0,24
01/09/2017,20.22,21,7.17,7.17,Rain,,Calm,0,
02/09/2017,17.09,18,6.22,6.22,Rain,,Calm,0,
03/09/2017,21.95,24,2.82,2.82,Sunny,,Calm,0,18
04/09/2017,22.81,24,7.51,7.51,Sunny,,Calm,0,72
05/09/2017,20.67,23,0.23,0.23,Rain,,Calm,0,
06/09/2017,18.52,18,19.55,19.55,Rain,,Calm,0,
07/09/2017,18.37,18,16.18,16.18,Rain,,Calm,0,
08/09/2017,20.22,24,0.04,0.04,Sunny,,Calm,0,12
09/09/2017,20.07,20,12.54,12.54,Sunny,,Calm,0,20
10/09/2017,18.92,17,56.87,37.58,Rain,,Calm,0,
11/09/2017,20.76,21,33.14,33.14,Rain,,Calm,0,
12/09/2017,17.6,18,10.39,10.39,Rain,,Calm,0,
13/09/2017,17.44,18,8.16,8.16,Rain,,Calm,0,
14/09/2017,17.28,15,85.16,33.72,Sunny,,Stormy,0,51
15/09/2017,18.11,16,67.84,25.42,Rain,,Stormy,0,
16/09/2017,15.95,18,1.49,1.49,Sunny,,Calm,0,28
17/09/2017,19.78,19,50.82,18.28,Sunny,,Stormy,0,9
18/09/2017,17.61,21,0.14,0.14,Rain,,Calm,0,
19/09/2017,17.43,17,23.34,12.7,Rain,,Calm,0,
20/09/2017,16.26,16,7.25,7.25,Rain,,Calm,0,
21/09/2017,14.08,12,27.09,11.92,Sunny,,Stormy,0,2
22/09/2017,17.91,18,14.44,9.77,Sunny,,Calm,0,11
23/09/2017,15.73,16,4.88,4.88,Sunny,,Calm,0,69
24/09/2017,16.54,16,9.8,8.07,Rain,,Calm,0,
25/09/2017,13.36,15,2.11,2.11,Rain,,Calm,0,
26/09/2017,15.18,14,24.91,12.88,Rain,,Calm,0,
27/09/2017,10.99,15,0.2,0.2,Rain,,Calm,0,
28/09/2017,13.8,13,12.03,12.03,Rain,,Calm,0,
29/09/2017,10.61,12,1.64,1.64,Sunny,,Calm,0,83
30/09/2017,11.42,11,5.78,5.78,Sunny,,Calm,0,87
01/10/2017,15.23,13,45.03,17.87,Rain,,Stormy,0,
02/10/2017,11.03,14,0.56,0.56,Sunny,,Calm,0,16
03/10/2017,13.84,15,1.42,1.42,Sunny,,Calm,0,46
04/10/2017,11.64,8,44.39,18.08,Sunny,,Stormy,0,99
05/10/2017,10.45,10,5.1,5.1,Rain,,Calm,0,
06/10/2017,11.25,16,0.08,0.08,Rain,,Calm,0,
07/10/2017,6.05,2,28.49,16.15,Sunny,,Calm,0,
08/10/2017,9.85,7,21.1,16.98,Rain,,Calm,0,
09/10/2017,10.64,8,26.64,16.36,Rain,,Calm,0,
10/10/2017,6.44,9,0.78,0.78,Sunny,,Calm,0,
11/10/2017,13.24,14,3.85,3.85,Rain,,Calm,0,
12/10/2017,12.03,9,27.5,27.5,Rain,,Calm,0,
13/10/2017,3.82,3,4.71,4.71,Rain,,Calm,0,
14/10/2017,6.62,2,34.32,28.94,Rain,,Calm,0,
15/10/2017,4.41,1,16.71,16.71,Rain,,Calm,0,
16/10/2017,11.2,6,93.69,25.64,Rain,,Stormy,0,
17/10/2017,8.99,15,0.01,0.01,Sunny,,Calm,0,
18/10/2017,2.78,-3,26.92,13.73,Sleet,,Calm,0,
19/10/2017,5.57,4,6.29,6.29,Sunny,,Calm,0,
20/10/2017,10.36,7,24.62,24.62,Rain,,Calm,0,
21/10/2017,2.15,2,2.5,2.5,Sunny,,Calm,0,
22/10/2017,0.94,-5,25.46,25.46,Sleet,,Calm,0,
23/10/2017,1.73,0,5.55,5.55,Sleet,,Calm,0,
24/10/2017,3.52,2,4.78,4.78,Rain,,Calm,0,
25/10/2017,5.3,0,38.05,38.05,Sunny,,Calm,0,
26/10/2017,2.09,-9,147.69,36.75,Sunny,,Stormy,0,
27/10/2017,4.88,5,2.74,2.74,Rain,,Calm,0,
28/10/2017,4.66,1,14.88,14.88,Rain,,Calm,0,
29/10/2017,7.45,2,52.34,13.39,Sunny,,Stormy,0,
30/10/2017,4.24,1,11.32,5.98,Rain,,Calm,0,
31/10/2017,0.02,-6,24.98,7.39,Sleet,,Stormy,0,
01/11/2017,-3.19,-4,3.27,3.27,Snow,,Calm,2.803985463,
02/11/2017,1.6,8,0.03,0.03,Sunny,,Calm,0,
03/11/2017,1.38,6,0.16,0.16,Sleet,,Calm,0,
04/11/2017,2.17,3,1.6,1.6,Sleet,,Calm,0,
05/11/2017,-1.04,2,0.53,0.53,Sunny,,Calm,0,
06/11/2017,-5.25,-12,21.14,21.14,Snow,,Calm,0.731424626,
07/11/2017,-2.46,1,0.35,0.35,Snow,,Calm,17.71015222,
08/11/2017,-1.68,-9,37.71,37.71,Snow,,Calm,20.4475376,
09/11/2017,-3.89,-1,0.61,0.61,Snow,,Calm,25.41095275,
10/11/2017,-2.1,-11,56.54,38.16,Snow,,Calm,26.01865908,
11/11/2017,-2.31,-12,59.91,30.97,Snow,,Calm,40.42412528,
12/11/2017,-7.52,-20,70.39,25.37,Sunny,,Stormy,34.20080792,
13/11/2017,-3.72,-13,48,17.9,Sunny,,Stormy,26.32094841,
14/11/2017,-0.93,-2,4.38,4.38,Snow,,Calm,29.05798848,
15/11/2017,-7.14,-7,2.18,2.18,Snow,,Calm,33.92699908,
16/11/2017,-1.35,-8,25.7,23.94,Snow,,Calm,34.38522393,
17/11/2017,-4.55,-7,6.26,6.26,Sunny,,Calm,27.00933126,
18/11/2017,-5.76,-13,20.65,20.65,Snow,,Calm,30.77034247,
19/11/2017,-2.96,-9,18.13,18.13,Sunny,,Calm,28.68259265,
20/11/2017,-2.16,-5,6.15,6.15,Snow,,Calm,29.31344128,
21/11/2017,-3.36,-4,2.69,2.69,Sunny,,Calm,26.15183733,
22/11/2017,-9.56,-24,87.99,75.54,Snow,,Windy,25.87221462,
23/11/2017,-4.76,-2,0.75,0.75,Snow,,Calm,28.82747598,
24/11/2017,-7.96,-24,150,72.97,Snow,Blizzard,Stormy,22.82747598,
25/11/2017,-9.16,-26,145.29,51.92,Snow,Blizzard,Stormy,15.11016148,
26/11/2017,-12.35,-13,2.11,2.11,Snow,,Calm,16.98378916,
27/11/2017,-9.55,-26,122.37,32.78,Snow,Blizzard,Stormy,13.64133789,
28/11/2017,-7.74,-15,20.27,20.27,Sunny,,Calm,10.42506806,
29/11/2017,-7.93,-17,31.89,22.73,Snow,,Calm,14.51196607,
30/11/2017,-5.12,-14,38.89,30.79,Sunny,,Calm,11.17851716,
01/12/2017,-10.31,-11,2.61,2.61,Snow,,Calm,30.02179114,
02/12/2017,-8.5,-13,9.3,9.3,Snow,,Calm,51.46379223,
03/12/2017,-9.68,-12,4.12,4.12,Snow,,Calm,62.21686389,
04/12/2017,-10.87,-25,71.32,59.77,Snow,,Windy,74.93791813,
05/12/2017,-15.05,-13,0.97,0.97,Snow,,Calm,76.87966193,
06/12/2017,-15.23,-32,88.34,60.11,Sunny,,Windy,67.57917516,
07/12/2017,-11.41,-19,15.41,15.41,Snow,,Calm,73.65433562,
08/12/2017,-13.59,-32,137.72,51.76,Snow,Blizzard,Stormy,80.39142622,
09/12/2017,-11.76,-28,97.54,33.26,Snow,Blizzard,Stormy,76.53877356,
10/12/2017,-13.93,-19,7.1,7.1,Sunny,,Calm,75.1127374,
11/12/2017,-11.11,-24,52.94,24.84,Snow,Blizzard,Stormy,86.93631689,
12/12/2017,-12.28,-21,21.73,17.59,Snow,,Calm,92.63269653,
13/12/2017,-14.44,-26,37.33,23.56,Sunny,,Calm,84.3927463,
14/12/2017,-13.61,-19,7.97,7.97,Snow,,Calm,92.91434991,
15/12/2017,-14.77,-20,8.17,8.17,Snow,,Calm,109.423979,
16/12/2017,-12.93,-19,11.88,11.88,Snow,,Calm,124.7109321,
17/12/2017,-14.09,-25,33.87,33.87,Snow,,Calm,131.6788112,
18/12/2017,-16.25,-17,2.19,2.19,Snow,,Calm,156.5474848,
19/12/2017,-15.4,-30,63.49,43.96,Sunny,,Windy,147.7382149,
20/12/2017,-13.56,-19,8.86,8.86,Snow,,Calm,172.2066798,
21/12/2017,-13.71,-10,0.43,0.43,Snow,,Calm,186.1811259,
22/12/2017,-14.86,-18,4.08,4.08,Snow,,Calm,203.9365613,
23/12/2017,-17,-38,150,34.45,Snow,Blizzard,Stormy,200.9365613,
24/12/2017,-16.15,-27,28.59,18.22,Snow,,Calm,201.2210221,
25/12/2017,-15.29,-29,52.25,14.45,Snow,Blizzard,Stormy,205.0858321,
26/12/2017,-19.43,-25,6.77,6.77,Snow,,Calm,208.6796273,
27/12/2017,-12.56,-14,3.26,3.26,Snow,,Calm,213.4843015,
28/12/2017,-15.7,-10,0.19,0.19,Sunny,,Calm,204.4727983,
29/12/2017,-20.83,-13,0.07,0.07,Cloudy,,Foggy,204.4687836,
30/12/2017,-14.96,-27,36.4,27.06,Sunny,,Calm,195.2844931,
31/12/2017,-17.08,-18,2.18,2.18,Snow,,Calm,196.153418,
01/01/2018,-18.29,-32,37.55,31.52,Snow,,Calm,198.9004408,
02/01/2018,-17.4,-37,112.09,26.32,Snow,Blizzard,Stormy,197.1751881,
03/01/2018,-22.52,-14,0.07,0.07,Sunny,,Calm,193.1708348,
04/01/2018,-15.63,-9,0.12,0.12,Snow,,Calm,198.1633983,
05/01/2018,-20.74,-19,1.02,1.02,Snow,,Calm,203.1021836,
06/01/2018,-17.85,-27,16.13,16.13,Snow,,Calm,203.1343767,
07/01/2018,-18.96,-34,53.66,42.48,Snow,,Windy,211.9149557,
08/01/2018,-19.06,-18,1.16,1.16,Sunny,,Calm,209.8455461,
09/01/2018,-20.16,-34,37.6,37.6,Snow,,Calm,225.5895125,
10/01/2018,-21.26,-44,138.36,35.97,Snow,Blizzard,Stormy,230.2877484,
11/01/2018,-19.35,-29,18.27,18.27,Snow,,Calm,243.1917265,
12/01/2018,-18.44,-32,36.14,17.96,Snow,Blizzard,Stormy,258.023364,
13/01/2018,-18.53,-26,12.21,12.21,Snow,,Calm,272.2909017,
14/01/2018,-21.62,-22,1.51,1.51,Sunny,,Calm,268.2003597,
15/01/2018,-19.7,-34,43.27,37.91,Snow,,Calm,271.604167,
16/01/2018,-20.78,-22,2,2,Sunny,,Calm,270.4840436,
17/01/2018,-20.86,-34,29.55,29.55,Snow,,Calm,286.7108332,
18/01/2018,-21.93,-21,1.05,1.05,Sunny,,Calm,281.6476547,
19/01/2018,-20,-20,1.6,1.6,Snow,,Calm,294.5513892,
20/01/2018,-19.07,-34,48.22,46.41,Snow,,Windy,305.6582756,
21/01/2018,-19.14,-41,139.67,59.71,Snow,Blizzard,Stormy,300.2780333,
22/01/2018,-22.2,-42,86.52,40.84,Snow,Blizzard,Stormy,319.0867218,
23/01/2018,-19.26,-26,10.24,10.24,Snow,,Calm,322.4723599,
24/01/2018,-21.32,-17,0.39,0.39,Snow,,Calm,326.4489533,
25/01/2018,-18.37,-31,36.47,31.31,Snow,,Calm,329.2608957,
26/01/2018,-21.43,-24,3.38,3.38,Snow,,Calm,334.0581449,
27/01/2018,-19.47,-41,141.32,29.26,Snow,Blizzard,Stormy,345.5789061,
28/01/2018,-20.52,-27,7.59,7.59,Sunny,,Calm,339.1235531,
